time,frequency,confidence
10.390,293.726,0.303241
10.400,295.264,0.419458
10.410,491.691,0.598559
10.420,294.585,0.528885
10.430,491.519,0.510484
10.440,294.747,0.480531
10.450,493.639,0.553924
10.460,295.337,0.628374
10.470,293.401,0.373315
10.480,295.347,0.474913
10.490,493.266,0.367497
10.500,296.255,0.403220
10.510,294.863,0.529391
10.520,296.348,0.307634
10.530,295.392,0.555025
10.540,295.503,0.416330
10.550,294.571,0.823720
10.560,295.289,0.441940
10.570,294.923,0.810025
10.580,295.453,0.413289
10.590,295.068,0.817679
10.600,492.271,0.426383
10.610,295.656,0.778941
10.620,294.643,0.549943
10.630,295.366,0.835625
10.640,491.359,0.482846
10.650,295.205,0.781252
10.660,294.938,0.390623
10.670,295.103,0.813412
10.680,491.090,0.353355
10.690,295.148,0.822581
10.700,294.802,0.393341
